关键词,编码,品目名称,保留
化学制品制造业服务,C10020900,化学和化学制品制造业服务,True
塑料部件的制造服务,C10021000,橡胶和塑料制片制造业服务,True
塑料面的切割,C10021000,橡胶和塑料制片制造业服务,True
橡胶和塑料制片制造业服务,C10021000,橡胶和塑料制片制造业服务,True
处理服务,C10021000,橡胶和塑料制片制造业服务,True
其他橡胶,C10021000,橡胶和塑料制片制造业服务,True
塑料制片制造业服务,C10021000,橡胶和塑料制片制造业服务,True
非金属矿产品的干燥服务,C10021100,非金属矿产品制造业服务,True
非金属矿产品化学处理服务,C10021100,非金属矿产品制造业服务,True
其他非金属矿产品制造业服务,C10021100,非金属矿产品制造业服务,True
其他制造业服务,C10029900,其他制造业服务,True
工程管理服务,C11000000,工程管理服务,True
岩土工程勘察,C11010000,工程勘探服务,True
工程总承包服务,C11050000,工程总承包服务,True
物资测试检测监测，水文地质勘察，工程测量等工程勘察服务,C11010000,工程勘探服务,True
设计图纸绘制,C11020000,工程设计服务,True
成本限制,C11020000,工程设计服务,True
施工计划,C11020000,工程设计服务,True
工程内部空间的规划设计服务,C11030000,装修设计服务,True
招标代理,C11040000,工程项目管理服务,True
各类合同执行等管理,C11040000,工程项目管理服务,True
管理咨询服务,C11040000,工程项目管理服务,True
对工程项目的勘察,C11050000,工程总承包服务,True
竣工验收等实行全过程,C11050000,工程总承包服务,True
若干阶段的承包服务,C11050000,工程总承包服务,True
房屋工程总承包相关服务,C11050100,房屋工程总承包服务,True
铁路工程总承包相关服务,C11050200,铁路工程总承包服务,True
公路工程总承包相关服务,C11050300,公路工程总承包服务,True
机场跑道工程总承包相关服务,C11050400,机场跑道工程总承包服务,True
高速公路工程总承包相关服务,C11050500,高速公路工程总承包服务,True
城市道路工程总承包相关服务,C11050600,城市道路工程总承包服务,True
城市轨道交通工程总承包相关服务,C11050700,城市轨道交通工程总承包服务,True
桥梁工程总承包相关服务,C11050800,桥梁工程总承包服务,True
隧道工程总承包相关服务,C11050900,隧道工程总承包服务,True
水利工程总承包相关服务,C11051000,水利工程总承包服务,True
水运工程总承包相关服务,C11051100,水运工程总承包服务,True
海洋工程总承包相关服务,C11051200,海洋工程总承包服务,True
长距离管道,C11051300,长距离管道、通信和电力工程总承包服务,True
长距离管道、通信和电力工程总承包服务,C11051300,长距离管道、通信和电力工程总承包服务,True
电力工程工程总承包相关服务,C11051300,长距离管道、通信和电力工程总承包服务,True
室内管道,C11051400,室内管道、电缆及有关工程总承包服务,True
室内管道、电缆及有关工程总承包服务,C11051400,室内管道、电缆及有关工程总承包服务,True
有关工程总承包相关服务,C11051400,室内管道、电缆及有关工程总承包服务,True
矿山、工农林牧副渔业工程总承包服务,C11051500,矿山、工农林牧副渔业工程总承包服务,True
工农林牧副渔业工程工程总承包相关服务,C11051500,矿山、工农林牧副渔业工程总承包服务,True
公共设施工程总承包相关服务,C11051600,公共设施工程总承包服务,True
环保工程总承包相关服务,C11051700,环保工程总承包服务,True
电视塔等构筑物工程总承包相关服务,C11051800,高耸构筑物工程总承包服务,True
其他工程总承包服务,C11059900,其他工程总承包服务,True
施工过程中的检测等服务,C11990000,其他工程管理服务,True
水利管理服务,C12000000,水利管理服务,True
对河流,C12010000,防洪管理服务,True
调水引水管理服务,C12020200,调水引水管理服务,True
行蓄洪区,C12010000,防洪管理服务,True
沿海的防洪,C12010000,防洪管理服务,True
防涝设施的管理服务，包括：江河堤防等设施管理服务,C12010000,防洪管理服务,True
蓄滞洪区管理服务,C12010000,防洪管理服务,True
沿海堤防管理服务,C12010000,防洪管理服务,True
城市防洪设施管理服务,C12010000,防洪管理服务,True
河道湖泊治理服务,C12010000,防洪管理服务,True
除涝设施管理服务,C12010000,防洪管理服务,True
排水设施管理服务,C12010000,防洪管理服务,True
水工程防洪调度管理服务,C12010000,防洪管理服务,True
水闸设施管理服务,C12010000,防洪管理服务,True
其他防洪设施管理服务,C12010000,防洪管理服务,True
水资源管理服务,C12020000,水资源管理服务,True
对水库等水利设施的管理服务,C12020100,水库管理服务,True
对运河,C12020200,调水引水管理服务,True
水利枢纽,C24030000,水利设施类合作服务,True
调水工程,C12020200,调水引水管理服务,True
水闸的管理服务，包括：原水供应管理服务,C12020200,调水引水管理服务,True
提水设施管理服务,C12020200,调水引水管理服务,True
人工水系管理服务：运河,C12020200,调水引水管理服务,True
水渠管理服务,C12020200,调水引水管理服务,True
自然水系管理服务：河道,C12020200,调水引水管理服务,True
地下水管理服务,C12020200,调水引水管理服务,True
其他水利设施开发管理服务,C12020200,调水引水管理服务,True
水文水资源监测服务,C12020300,水文水资源监测服务,True
水环境水质等监测服务,C12020300,水文水资源监测服务,True
水资源保护管理服务,C12020400,水资源保护服务,True
饮用水水源保护管理服务,C12020400,水资源保护服务,True
河湖生态流量管理服务,C12020400,水资源保护服务,True
地下水管理保护服务,C12020400,水资源保护服务,True
水生态保护修复管理服务,C12020400,水资源保护服务,True
其他水资源管理服务,C12029900,其他水资源管理服务,True
其他水资源管理服务，包括：水资源开发利用咨询,C12029900,其他水资源管理服务,True
节水管理咨询,C12029900,其他水资源管理服务,True
节水灌溉技术咨询,C12029900,其他水资源管理服务,True
工业节水技术咨询,C12029900,其他水资源管理服务,True
生活节水技术咨询,C12029900,其他水资源管理服务,True
水土保持,C12990000,其他水利管理服务,True
其他水利管理服务，包括：水土保持,C12990000,其他水利管理服务,True
水文测量服务,C12990000,其他水利管理服务,True
水利设施管理咨询,C12990000,其他水利管理服务,True
水利设施养护服务,C12990000,其他水利管理服务,True
水环境保护咨询,C12990000,其他水利管理服务,True
水土保持技术咨询,C12990000,其他水利管理服务,True
水利情报收集服务,C12990000,其他水利管理服务,True
水利技术咨询服务,C12990000,其他水利管理服务,True
流域水资源调度,C12990000,其他水利管理服务,True
抗旱调度管理服务,C12990000,其他水利管理服务,True
城镇生活节水咨询服务,C12990000,其他水利管理服务,True
取水计量管理服务,C12990000,其他水利管理服务,True
水文水资源分析评价服务,C12990000,其他水利管理服务,True
公共设施管理服务,C13000000,公共设施管理服务,True
对城市,C13010000,区域规划和设计服务,True
农村等土地,C13010000,区域规划和设计服务,True
基础设施,C13010000,区域规划和设计服务,True
园林等进行规划,C13010000,区域规划和设计服务,True
设计的服务,C13010000,区域规划和设计服务,True
污水排放,C13020000,市政公用设施管理服务,True
雨水排放,C13020000,市政公用设施管理服务,True
防空等市政设施的维护,C13020000,市政公用设施管理服务,True
紧急处理,C13020000,市政公用设施管理服务,True
管理等服务，包括：排水设施管理服务：污水,C13020000,市政公用设施管理服务,True
其他排水设施管理等服务,C13020000,市政公用设施管理服务,True
照明设施管理服务：道路照明设施，社区,C13020000,市政公用设施管理服务,True
街道照明设施,C13020000,市政公用设施管理服务,True
其他照明设施管理服务,C13020000,市政公用设施管理服务,True
隧道设施管理服务：道路设施,C13020000,市政公用设施管理服务,True
桥梁设施,C13020000,市政公用设施管理服务,True
隧道设施,C13020000,市政公用设施管理服务,True
行人过街天桥设施,C13020000,市政公用设施管理服务,True
行人地下通道设施等管理服务,C13020000,市政公用设施管理服务,True
其他市政设施管理服务：广场，路标,C13020000,市政公用设施管理服务,True
路牌，防空设施，地下公共设施,C13020000,市政公用设施管理服务,True
其他市政设施管理服务,C13020000,市政公用设施管理服务,True
园林绿化的管理服务，包括：草坪管理服务：草坪维护,C13030000,园林绿化管理服务,True
其他草坪管理服务,C13030000,园林绿化管理服务,True
鲜花管理服务：鲜花栽培,C13030000,园林绿化管理服务,True
鲜花布置,C13030000,园林绿化管理服务,True
其他鲜花管理,C13030000,园林绿化管理服务,True
树木管理服务：树木保护,C13030000,园林绿化管理服务,True
其他树木管理,C13030000,园林绿化管理服务,True
单位附属绿地,C13030000,园林绿化管理服务,True
防护绿地,C13030000,园林绿化管理服务,True
生产绿地,C13030000,园林绿化管理服务,True
风景林地的管理服务,C13030000,园林绿化管理服务,True
园林绿化管理服务,C13030000,园林绿化管理服务,True
草坪病虫防治管理服务,C13030000,园林绿化管理服务,True
其他园林绿化管理服务,C13030000,园林绿化管理服务,True
户外标志管理服务：象征标志建筑,C13040000,市容管理服务,True
宣传标牌,C13040000,市容管理服务,True
宣传画廊,C13040000,市容管理服务,True
其他户外标志管理服务,C13040000,市容管理服务,True
外景照明管理服务：建筑物照明，广场,C13040000,市容管理服务,True
草坪照明,C13040000,市容管理服务,True
其他景观照明管理服务,C13040000,市容管理服务,True
其他市容管理服务,C13040000,市容管理服务,True
城镇公共卫生服务,C13050000,城镇公共卫生服务,True
城镇垃圾清扫服务,C13050100,清扫服务,True
城镇道路冲洗服务,C13050100,清扫服务,True
